"","treatment","inoculum","Sample Id","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...54","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...119","Background","GrpName...121","Root","GrpName...123","NotUsed"
"68","F35","AB1","Plant1_AB1_F35_part1",1,"Davide","24/10/2023 16:04:00","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,1663.6152,0,67.628,0,212.4596,0,0.4065,0,1786912.092,0,2.159,0,0,7874,11588,1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1663.1127,1368.067,181.5598,64.0364,19.8786,8.5549,5.7388,2.6724,4.4096,1.7285,6.4669,189.4401,80.8241,38.9181,23.9288,10.7746,5.9745,4.8765,2.7481,5.0857,2.2528,14.0569,60.3007,25.7271,12.388,7.6168,3.4297,1.9017,1.5522,0.8747,1.6188,0.7171,4.4745,6.7582,0.5288,0.6908,0.7207,0.4682,0.3333,0.3305,0.2256,0.4676,0.234,2.7587,7793,64,9,3,4,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"69","F35","AB1","Plant1_AB1_F35_part2",1,"Davide","24/10/2023 16:19:23","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,1867.9067,0,75.9485,0,238.5993,0,0.4066,0,2006344.5208,0,2.425,0,0,8718,11829,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1867.1251,1458.4522,277.447,70.3329,22.3046,20.5305,5.1028,4.2736,1.5455,1.8128,5.3232,216.9824,82.1813,59.3351,26.7029,12.0042,14.4898,4.2618,4.4316,1.8352,2.4118,9.3286,69.0676,26.1591,18.8869,8.4998,3.821,4.6122,1.3566,1.4106,0.5842,0.7677,2.9694,6.1525,0.5336,1.0481,0.8184,0.5182,0.8165,0.2839,0.3663,0.1737,0.2556,1.3384,8636,65,12,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"70","F35","AB1","Plant2_AB1_F35",2,"Davide","24/10/2023 16:26:04","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,1177.9165,0,46.8638,0,147.2269,0,0.3979,0,1265216.4397,0,1.464,0,0,5873,7051,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1177.3747,947.6324,167.6061,30.9939,9.5134,6.7746,3.1788,1.1987,4.5155,2.254,3.7073,132.6789,57.1916,35.2481,11.6459,5.1791,4.804,2.7121,1.2406,5.3209,3.021,6.3156,42.233,18.2047,11.2198,3.707,1.6486,1.5292,0.8633,0.3949,1.6937,0.9616,2.0103,3.8315,0.3924,0.6118,0.3525,0.2258,0.2724,0.1845,0.1024,0.4995,0.3225,0.8676,5812,41,8,7,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"71","F35","AB1","Plant3_AB1_F35",3,"Davide","24/10/2023 16:33:18","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2552.6824,0,100.0107,0,314.1928,0,0.3918,0,2741871.4909,0,3.077,0,0,10174,18837,2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2551.7506,2082.5926,310.0359,93.1375,26.4269,13.1369,9.5424,6.8426,1.9006,0.7573,7.378,280.471,120.7071,68.5586,34.758,13.9855,9.2383,8.0819,6.959,2.2326,0.9857,14.9643,89.2767,38.4223,21.8229,11.0638,4.4517,2.9406,2.5726,2.2151,0.7107,0.3137,4.7633,8.1185,0.7828,1.2572,1.0445,0.5931,0.5192,0.5461,0.5642,0.209,0.1021,2.5003,10088,70,10,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"72","F35","AB1","Plant4_AB1_F35",4,"Davide","24/10/2023 16:42:44","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2386.7483,0,87.6576,0,275.3843,0,0.3673,0,2563639.4062,0,2.528,0,0,11819,18896,2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2385.4779,1967.6543,273.415,87.859,32.2611,10.4229,3.7142,3.0279,2.6897,1.3714,3.0623,245.0252,111.4639,58.9938,33.6127,17.1739,7.2798,3.1616,3.0719,3.2081,1.8393,5.2203,77.9939,35.4801,18.7783,10.6992,5.4666,2.3172,1.0064,0.9778,1.0212,0.5855,1.6617,5.6468,0.717,1.0532,1.0366,0.7324,0.4063,0.2148,0.2485,0.3047,0.1965,0.7368,11718,74,17,8,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"73","F35","AB1","Plant5_AB1_F35",5,"Davide","24/10/2023 16:51:37","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2142.8299,0,89.4749,0,281.0938,0,0.4176,0,2301643.3404,0,2.934,0,0,9389,15027,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2141.9324,1683.437,314.3191,85.1035,22.3925,15.7964,9.7711,4.3201,2.2467,2.2588,2.2871,249.323,103.7036,67.8373,31.5973,12.1273,11.0718,8.3437,4.3841,2.6849,2.9752,4.5978,79.362,33.0099,21.5933,10.0577,3.8602,3.5243,2.6559,1.3955,0.8546,0.947,1.4635,6.2876,0.7083,1.2112,0.9451,0.5266,0.6202,0.5684,0.3547,0.2555,0.3122,0.7854,9285,82,16,3,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"74","F35","AB21","Plant1_AB21_F35_Part1",1,"Davide","19/10/2023 15:41:24","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.000931,1643.4258,0,67.0601,0,210.6754,0,0.4081,0,1765226.3808,0,2.149,0,0,6220,9675,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1643.167,1325.5882,216.3258,56.9014,16.0844,13.148,4.5582,3.6085,0.7372,0.8767,5.3386,191.0725,82.5132,48.1053,21.0545,8.9065,9.3254,3.8986,3.557,0.8583,1.1928,11.6609,60.8203,26.2648,15.3124,6.7019,2.835,2.9684,1.241,1.1322,0.2732,0.3797,3.7118,5.8653,0.5508,0.8868,0.6282,0.3953,0.5286,0.266,0.2793,0.0796,0.1293,2.1215,6147,50,14,1,3,0,2,1,0,2,NA,NA,NA,NA,NA,NA
"75","F35","AB21","Plant1_AB21_F35_Part2",1,"Davide","19/10/2023 15:54:05","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,834.5002,0,25.5507,0,80.2697,0,0.3062,0,896348.2174,0,0.614,0,0,3409,5166,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",834.2101,726.9975,73.066,20.6687,8.9215,3.2498,0.3303,0.6842,0.1064,0.1856,0,71.4257,40.0479,15.4157,7.6438,4.7843,2.2289,0.2819,0.664,0.1224,0.2368,0,22.7355,12.7476,4.907,2.4331,1.5229,0.7095,0.0897,0.2114,0.039,0.0754,0,1.1734,0.2419,0.2695,0.2282,0.2059,0.1221,0.0192,0.0514,0.0112,0.0241,0,3385,17,5,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"76","F35","AB21","Plant2_AB21_F35",2,"Davide","19/10/2023 17:05:20","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2137.24,0,72.2654,0,227.0284,0,0.3381,0,2295639.0802,0,1.919,0,0,8763,14654,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2136.5399,1814.6621,234.9419,49.5288,11.9461,3.0816,7.7238,5.0346,2.6608,1.098,5.8622,203.4655,100.5964,49.0721,18.6347,6.2774,2.1326,6.7176,5.1388,3.1312,1.4557,10.3089,64.7651,32.0208,15.6201,5.9316,1.9982,0.6788,2.1383,1.6357,0.9967,0.4634,3.2814,5.2388,0.6334,0.8474,0.5652,0.2642,0.1179,0.4657,0.4182,0.2936,0.1538,1.4795,8700,55,5,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"77","F35","AB21","Plant3_AB21_F35",3,"Davide","19/10/2023 17:22:26","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-144","Smooth Off Area Off LWRatio Off","Off",0.000931,1452.2077,0,46.1779,0,145.0721,0,0.318,0,1559836.4337,0,1.153,0,0,6578,9550,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1451.6674,1230.2292,183.3611,24.563,4.6138,2.4601,1.0217,1.6042,1.4709,1.6588,0.6847,129.3813,70.1463,38.4259,9.0611,2.5229,1.6769,0.8512,1.6841,1.7065,2.2031,1.1034,41.1834,22.3283,12.2313,2.8842,0.8031,0.5338,0.2709,0.5361,0.5432,0.7013,0.3512,2.3164,0.4485,0.6652,0.2696,0.1105,0.0913,0.0566,0.1407,0.1577,0.233,0.1433,6531,37,6,1,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA
"78","F35","AB21","Plant4_AB21_F35",4,"Davide","19/10/2023 17:29:45","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,2081.4849,0,65.7577,0,206.584,0,0.3159,0,2235751.7654,0,1.632,0,0,9535,16770,2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2080.5782,1784.8234,222.4022,50.5807,11.8069,4.932,1.8649,1.5416,0.3406,1.3764,0.9095,183.5661,99.8099,47.839,18.9956,6.3254,3.4776,1.5777,1.5816,0.3962,1.8905,1.6725,58.4309,31.7705,15.2276,6.0465,2.0134,1.107,0.5022,0.5034,0.1261,0.6018,0.5324,3.2544,0.6268,0.8526,0.5752,0.2714,0.1961,0.1066,0.1294,0.0368,0.2068,0.2528,9469,52,10,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"79","F35","AB21","Plant5_AB21_F35",5,"Davide","19/10/2023 17:38:01","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2138.5533,0,75.587,0,237.4636,0,0.3534,0,2297049.7006,0,2.098,0,0,8233,14508,1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2137.5836,1767.2577,282.8254,49.6944,13.9898,11.2255,3.4895,2.6444,3.4177,1.9023,1.1369,212.9524,104.9782,59.9679,18.5196,7.5672,7.8408,2.9624,2.7378,4.0213,2.5816,1.7756,67.7848,33.4156,19.0884,5.895,2.4087,2.4958,0.943,0.8715,1.28,0.8217,0.5652,4.3769,0.6989,1.0516,0.5562,0.3278,0.4378,0.2008,0.2258,0.3771,0.2791,0.2217,8178,43,8,1,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"80","F35","NI","Plant1_NI_F35_Part1",1,"Davide","1694362304","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-152","Smooth Off Area Off LWRatio Off","Off",0.000931,1597.9381,0,49.8339,0,156.5577,0,0.3119,0,1716367.5025,0,1.221,0,0,10751,12478,1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1596.7268,1377.1126,159.5145,29.1854,15.8035,4.8281,3.7653,2.1494,1.7997,0,2.5682,138.0841,69.8637,33.2296,10.8215,8.4616,3.3783,3.2689,2.2147,2.1102,0,4.7356,43.9535,22.2383,10.5773,3.4446,2.6934,1.0754,1.0405,0.705,0.6717,0,1.5074,3.1531,0.4228,0.5717,0.3227,0.3626,0.1888,0.2262,0.1819,0.1971,0,0.6794,10693,50,7,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"81","F35","NI","Plant1_NI_F35_Part2",1,"Davide","1694362868","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-152","Smooth Off Area Off LWRatio Off","Off",0.000931,1408.368,0,49.8962,0,156.7535,0,0.3543,0,1512747.6348,0,1.388,0,0,7882,11336,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1407.6663,1179.2983,161.9425,29.3955,18.97,9.7714,1.7694,1.166,0,3.1136,2.2397,139.1704,64.5764,34.1444,11.3465,10.1991,6.8342,1.5169,1.1493,0,4.559,4.8447,44.2993,20.5553,10.8685,3.6117,3.2465,2.1754,0.4828,0.3658,0,1.4512,1.5421,3.7317,0.4127,0.5935,0.3533,0.4396,0.3817,0.1037,0.0902,0,0.4772,0.8798,7829,50,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"82","F35","NI","Plant2_NI_F35_Part1",2,"Davide","1694363385","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-154","Smooth Off Area Off LWRatio Off","Off",0.000931,1458.158,0,43.276,0,135.9556,0,0.2968,0,1566227.745,0,1.009,0,0,9067,12825,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1457.3752,1251.0203,167.001,20.6816,5.2101,7.3861,2.1212,1.2594,0.1482,0.635,1.9122,118.8436,59.965,36.2156,7.5867,2.8229,5.1227,1.7588,1.2756,0.1824,0.844,3.0698,37.8291,19.0875,11.5278,2.4149,0.8986,1.6306,0.5598,0.4061,0.058,0.2686,0.9772,2.344,0.3466,0.6466,0.2238,0.1227,0.2836,0.1163,0.103,0.0179,0.0893,0.3942,9025,38,2,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"83","F35","NI","Plant2_NI_F35_Part2",2,"Davide","1694363873","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,1107.2865,0,35.0196,0,110.0174,0,0.3163,0,1189351.7981,0,0.87,0,0,7103,8609,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1106.6168,938.086,113.2722,27.6394,13.147,11.231,1.3693,1.4317,0.1635,0.2184,0.0581,97.7893,45.2388,24.5348,10.1184,7.0028,7.7603,1.1298,1.4415,0.189,0.2911,0.0828,31.1273,14.3999,7.8097,3.2208,2.229,2.4702,0.3596,0.4589,0.0602,0.0927,0.0263,1.9672,0.2565,0.4379,0.2982,0.2985,0.4285,0.0743,0.1156,0.0174,0.0309,0.0094,7069,24,5,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"84","F35","NI","Plant3_NI_F35",3,"Davide","1694364468","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-155","Smooth Off Area Off LWRatio Off","Off",0.000931,3014.5405,0,98.1277,0,308.2773,0,0.3255,0,3237959.7422,0,2.509,0,0,16756,25925,3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3013.0001,2575.1166,314.5062,73.7263,22.8389,10.2597,5.0818,4.0083,0.8266,0.8539,5.7818,271.3082,132.6259,69.0456,27.2122,12.4062,7.1444,4.3745,4.1575,0.9737,1.1613,12.207,86.3601,42.2161,21.9779,8.6619,3.949,2.2741,1.3924,1.3234,0.3099,0.3696,3.8856,6.824,0.8157,1.2544,0.8087,0.5399,0.3974,0.3005,0.3435,0.0915,0.1257,2.1467,16662,77,9,4,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"85","F35","NI","Plant4_NI_F35",4,"Davide","1694365163","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-155","Smooth Off Area Off LWRatio Off","Off",0.000931,2433.6817,0,84.9812,0,266.9763,0,0.3492,0,2614051.2099,0,2.331,0,0,12069,18548,2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2432.4408,2015.9002,315.4163,62.0347,15.5744,8.8564,5.1821,1.5118,0.9913,0.7897,6.1839,234.9823,109.0804,67.1025,23.0057,8.3986,6.22,4.4537,1.5464,1.197,1.0445,12.9335,74.7972,34.7214,21.3594,7.323,2.6734,1.9799,1.4177,0.4922,0.381,0.3325,4.1169,6.211,0.6852,1.1789,0.6873,0.3628,0.3492,0.3055,0.1261,0.115,0.1101,2.2909,11999,59,7,1,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA
"86","F35","NI","Plant5_NI_F35_Part1",5,"Davide","1694365815","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-153","Smooth Off Area Off LWRatio Off","Off",0.000931,2441.7343,0,87.5424,0,275.0226,0,0.3585,0,2622700.6745,0,2.465,0,0,13354,20329,2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2440.6499,2041.8448,244.855,79.6226,37.5655,18.2604,5.2244,5.7955,4.9323,0.5244,2.0249,243.3723,106.45,52.9612,30.6636,20.3635,12.7367,4.454,5.902,5.6823,0.687,3.472,77.4678,33.8841,16.8581,9.7605,6.4819,4.0542,1.4178,1.8787,1.8087,0.2187,1.1052,6.0054,0.6514,0.9482,0.9528,0.8846,0.7099,0.3032,0.4791,0.5213,0.0718,0.4832,13278,62,10,1,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
